#{"t_start": 1602351007.2292407, "env_id": "lowthrust-v0"}
r,l,t
-1211.076567,40,0.517668
-925.058099,40,0.550659
-1128.709379,40,0.58291
-1001.811965,40,0.615806
-1089.323114,40,0.872665
-1039.987937,40,0.906768
-888.307066,40,0.940859
-1329.67536,40,0.97395
-914.371228,40,1.119065
-1215.436285,40,1.152085
-1133.214462,40,1.185297
-941.054861,40,1.218376
-860.217861,40,1.363608
-1021.401957,40,1.397893
-1095.391948,40,1.432553
-939.310254,40,1.467255
-1365.832386,40,1.617271
-1082.56445,40,1.650543
-1155.977101,40,1.684062
-1247.90691,40,1.717389
-869.037525,40,1.861044
-1067.690351,40,1.892165
-1086.483085,40,1.922597
-1022.666711,40,1.951981
-761.159942,40,2.093491
-1138.241717,40,2.124931
-850.180769,40,2.155173
-968.706251,40,2.184702
-842.939072,40,2.325913
-851.94112,40,2.356137
-892.742557,40,2.386889
-927.421918,40,2.417649
-699.608679,40,2.559929
-999.943603,40,2.591321
-736.907869,40,2.623966
-724.012008,40,2.653764
-1067.649881,40,2.795344
-713.702718,40,2.826553
-1067.944989,40,2.856758
-860.608481,40,2.887908
-829.759106,40,3.030692
-917.036689,40,3.061848
-986.125539,40,3.092143
-882.783936,40,3.122843
-1250.595734,40,3.266286
-874.401837,40,3.297441
-990.186576,40,3.328515
-851.29268,40,3.358624
-1118.373502,40,3.499994
-857.60928,40,3.53089
-697.642961,40,3.560392
-879.221919,40,3.591243
-1014.223748,40,3.737011
-848.139375,40,3.767516
-966.847177,40,3.797899
-676.714279,40,3.827824
-732.221059,40,3.974259
-851.998911,40,4.005741
-752.436042,40,4.035653
-775.936343,40,4.064958
-778.187257,40,4.206736
-783.819086,40,4.238473
-776.455705,40,4.269689
-733.026206,40,4.300812
-943.281373,40,4.442747
-918.771161,40,4.473144
-840.540671,40,4.502606
-609.540895,40,4.532702
-700.401881,40,4.68004
-643.765097,40,4.710272
-606.111707,40,4.740324
-584.252946,40,4.770737
-666.178858,40,4.912498
-539.462527,40,4.943558
-606.269838,40,4.973634
-756.764108,40,5.003746
-667.704112,40,5.14757
-505.209317,40,5.178713
-605.946579,40,5.209861
-631.670026,40,5.23878
-590.836617,40,5.382613
-685.014688,40,5.414562
-690.576513,40,5.445354
-575.10738,40,5.475471
-452.641061,40,5.61821
-536.556618,40,5.650159
-587.572571,40,5.680237
-401.448094,40,5.7113
-664.378824,40,5.854696
-432.506542,40,5.886442
-627.151667,40,5.917366
-686.582437,40,5.948447
-465.300903,40,6.090254
-546.307012,40,6.121416
-514.083108,40,6.152237
-416.226595,40,6.182755
-768.930934,40,6.322892
-378.206504,40,6.353976
-548.904971,40,6.385518
-568.144769,40,6.415332
-420.938169,40,6.557875
-493.133737,40,6.588593
-372.184305,40,6.61823
-481.12632,40,6.649385
-486.92735,40,6.789642
-345.58199,40,6.820506
-473.944683,40,6.851107
-450.881604,40,6.881632
-380.422663,40,7.02338
-385.631289,40,7.054306
-496.747314,40,7.084531
-459.215298,40,7.114739
-745.90784,40,7.254456
-415.643872,40,7.285229
-363.660888,40,7.315371
-383.182999,40,7.344898
-498.171761,40,7.487028
-502.505913,40,7.517699
-344.640543,40,7.548777
-774.866286,40,7.579488
-414.198952,40,7.720453
-619.775686,40,7.751619
-399.279731,40,7.781374
-441.193223,40,7.811198
-336.244517,40,7.954855
-464.505193,40,7.985728
-328.179812,40,8.015298
-469.445351,40,8.045696
-331.23831,40,8.187101
-381.524239,40,8.21805
-380.293895,40,8.249044
-348.820463,40,8.278435
-424.131799,40,8.421484
-328.734445,40,8.452169
-420.383205,40,8.481889
-521.337986,40,8.511843
-296.238395,40,8.65563
-336.629594,40,8.687071
-249.660787,40,8.716804
-348.156597,40,8.746747
-253.389595,40,8.889096
-300.400847,40,8.919503
-287.63153,40,8.950905
-280.95973,40,8.981875
-321.26665,40,9.125913
-205.064972,40,9.157902
-324.072967,40,9.188258
-271.341233,40,9.218546
-250.400312,40,9.362236
-202.96169,40,9.393857
-395.031253,40,9.425302
-335.781724,40,9.455072
-257.786505,40,9.598753
-337.169601,40,9.634086
-169.466937,40,9.665161
-341.729307,40,9.694631
-196.350259,40,9.835646
-335.761438,40,9.865762
-296.79241,40,9.895029
-245.023156,40,9.924736
-354.687018,40,10.06519
-170.237933,40,10.096562
-286.658676,40,10.127371
-377.56622,40,10.158435
-294.545016,40,10.300502
-210.312154,40,10.331967
-288.598444,40,10.362982
-210.887833,40,10.393429
-194.945624,40,10.535471
-165.482141,40,10.566363
-144.029556,40,10.596855
-206.532756,40,10.627519
-180.028498,40,10.771666
-152.335705,40,10.803592
-244.14415,40,10.833118
-272.931075,40,10.862346
-181.1507,40,11.004344
-283.100193,40,11.035705
-229.399658,40,11.067402
-218.516801,40,11.097943
-180.836362,40,11.240472
-232.494337,40,11.271384
-136.473399,40,11.301069
-159.530854,40,11.330418
-189.376959,40,11.470812
-209.920745,40,11.501265
-140.595944,40,11.532337
-97.306212,40,11.562696
-206.430045,40,11.706223
-223.823131,40,11.738494
-234.296129,40,11.769689
-215.295216,40,11.799505
-104.293007,40,11.941234
-153.203091,40,11.972295
-213.212163,40,12.001905
-236.50667,40,12.031689
-201.785019,40,12.173208
-154.398874,40,12.20368
-97.397063,40,12.233138
-174.527922,40,12.26406
-314.922766,40,12.405765
-160.320368,40,12.436601
-128.962213,40,12.466628
-192.186176,40,12.496984
-191.016206,40,12.639678
-274.017746,40,12.672229
-212.368549,40,12.702374
-243.854197,40,12.733785
-159.952097,40,12.875995
-172.479759,40,12.90792
-155.947465,40,12.93817
-191.195426,40,12.968149
-182.34023,40,13.115532
-106.61805,40,13.146598
-92.069385,40,13.17674
-152.90681,40,13.206594
-57.825433,40,13.351214
-87.05657,40,13.383765
-122.365549,40,13.41344
-138.566303,40,13.442972
-121.146652,40,13.588253
-94.884401,40,13.619613
-113.081984,40,13.65088
-153.888703,40,13.680987
-198.791408,40,13.823195
-106.739822,40,13.854306
-116.174974,40,13.885251
-113.896996,40,13.915994
-94.096812,40,14.059083
-89.854618,40,14.090456
-108.841411,40,14.120696
-161.573251,40,14.149765
-53.184569,40,14.291144
-100.578828,40,14.320825
-80.752052,40,14.351437
-200.169555,40,14.382262
-164.972182,40,14.524048
-98.01452,40,14.555805
-74.067169,40,14.586424
-207.785538,40,14.616422
-178.198292,40,14.759614
-65.332339,40,14.792002
-121.756221,40,14.82216
-121.33186,40,14.85276
-146.526792,40,14.996974
-57.406285,40,15.028318
-81.664244,40,15.05774
-79.744866,40,15.088839
-102.272005,40,15.230374
-93.480895,40,15.261518
-74.281962,40,15.292067
-119.630559,40,15.32149
-91.937741,40,15.462053
-98.623419,40,15.493655
-69.771033,40,15.524432
-102.246128,40,15.554517
-104.794901,40,15.697654
-50.053669,40,15.729455
-56.57568,40,15.760504
-112.408903,40,15.791437
-128.042335,40,15.934481
-100.196899,40,15.963663
-59.914669,40,15.993057
-136.065593,40,16.022795
-53.953674,40,16.164059
-125.877187,40,16.195407
-108.489366,40,16.22597
-87.812673,40,16.256585
-109.176901,40,16.397948
-57.48062,40,16.430079
-47.612414,40,16.461045
-123.423656,40,16.491138
-62.297743,40,16.633529
-42.264358,40,16.664366
-66.654557,40,16.693695
-182.935258,40,16.723603
-54.031517,40,16.865919
-53.612765,40,16.89704
-81.230746,40,16.927293
-55.294959,40,16.959042
-137.604961,40,17.100406
-13.563894,40,17.1315
-29.646039,40,17.16034
-114.030172,40,17.19042
-92.981176,40,17.332959
-115.553376,40,17.36376
-43.973844,40,17.393515
-60.957748,40,17.424675
-71.887457,40,17.567509
-153.273507,40,17.599332
-35.148886,40,17.628695
-17.106154,40,17.666781
-74.884618,40,17.809677
-69.100915,40,17.84192
-30.030876,40,17.872416
-93.505198,40,17.903596
-56.227592,40,18.046302
-75.439646,40,18.076695
-55.254151,40,18.107291
-71.725596,40,18.137216
-58.520151,40,18.277283
-73.426043,40,18.307459
-20.589026,40,18.33713
-52.902235,40,18.36784
-15.864153,40,18.511367
-27.474058,40,18.541631
-74.314553,40,18.570595
-52.87985,40,18.600333
-43.666344,40,18.744506
-32.25887,40,18.77618
-15.978732,40,18.805692
-25.096915,40,18.835464
-34.293457,40,18.978502
-27.3707,40,19.010612
